IDs	KO	pathway_A	order	Gene	Comment/Uniprot comment
ID4514	K03276	Lipopolysaccharide metabolism		"waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]"	
ID4515	K12986	Lipopolysaccharide metabolism		"waaS, rfaS; 1,5-rhamnosyltransferase [EC:2.4.1.-]"	
ID4516	K03277	Lipopolysaccharide metabolism		"waaU, rfaK; heptosyltransferase IV [EC:2.4.-.-]"	
ID4517	K12983	Lipopolysaccharide metabolism		"waaV; UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]"	
ID4518	K12985	Lipopolysaccharide metabolism		"waaW; (galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]"	
ID4519	K23067	Lipopolysaccharide metabolism		"waaX; beta-1,4-galactosyltransferase"	
ID4520	K02850	Lipopolysaccharide metabolism		"waaY, rfaY; heptose II phosphotransferase [EC:2.7.1.-]"	
ID4521	K12981	Lipopolysaccharide metabolism		"waaZ, rfaZ; KDO transferase III [EC:2.4.99.-]"	
ID4522	K23160	Lipopolysaccharide metabolism		"wabB, rfbU; GlcNAc transferase"	
ID4523	K07264	Lipopolysaccharide metabolism		"arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]"	
ID4524	K03760	Lipopolysaccharide metabolism		"eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]"	
ID4525	K12975	Lipopolysaccharide metabolism		eptB; KDO II ethanolaminephosphotransferase [EC:2.7.8.42]	
ID4526	K00677	Lipopolysaccharide metabolism		lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	
ID4527	K12973	Lipopolysaccharide metabolism		"pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]"	
ID4528					
ID4529		Butane/Propanoate metabolism			
ID4530					
ID4531	Propanoate conversion				
ID4532	K01895	Propanoate metabolism		"ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]"	
ID4533	K01908	Propanoate metabolism		prpE; propionyl-CoA synthetase [EC:6.2.1.17]	
ID4534				propionyl-CoA synthase	
ID4535	K01026	Propanoate metabolism		pct; propionate CoA-transferase [EC:2.8.3.1]	
ID4536	K01905	Propanoate metabolism		E6.2.1.13; acetyl-CoA synthetase (ADP-forming) [EC:6.2.1.13]	
ID4537				propionate transferase	
ID4538	K00925	Propanoate metabolism		ackA; acetate kinase [EC:2.7.2.1]	
ID4539				acetate kinase	
ID4540	Propanoate other				
ID4541	K18371	Propanoate other		acmA; acetone monooxygenase (methyl acetate-forming) [EC:1.14.13.226]	
ID4542	K18372	Propanoate other		acmB; methyl acetate hydrolase [EC:3.1.1.114]	
ID4543	K20455	Propanoate other		acnD; 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC:4.2.1.117]	
ID4544	K20143	Propanoate other		acrC; acrylyl-CoA reductase (NADH) [EC:1.3.1.95]	
ID4545	K19745	Propanoate other		acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	
ID4546	K23259	Propanoate other		adh; isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]	
ID4547	K18382	Propanoate other		adh1; NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]	
ID4548	K18369	Propanoate other		adh2; alcohol dehydrogenase [EC:1.1.1.-]	
ID4549	K18370	Propanoate other		adh3; alcohol dehydrogenase [EC:1.1.1.-]	
ID4550	K01734	Propanoate other		mgsA; methylglyoxal synthase [EC:4.2.3.3]	
ID4551	K01699	Propanoate other		pduC; propanediol dehydratase large subunit [EC:4.2.1.28]	
ID4552	K13919	Propanoate other		pduD; propanediol dehydratase medium subunit [EC:4.2.1.28]	
ID4553	K13920	Propanoate other		pduE; propanediol dehydratase small subunit [EC:4.2.1.28]	
ID4554	K13923	Propanoate other		pduL; phosphate propanoyltransferase [EC:2.3.1.222]	
ID4555	K13922	Propanoate other		pduP; propionaldehyde dehydrogenase [EC:1.2.1.87]	
ID4556	K13921	Propanoate other		pduQ; 1-propanol dehydrogenase	
ID4557	K19697	Propanoate other		pduW; propionate kinase [EC:2.7.2.15]	
ID4558	K18223	Propanoate other		prmA; propane 2-monooxygenase large subunit [EC:1.14.13.227]	
ID4559	K18225	Propanoate other		prmB; propane monooxygenase reductase component [EC:1.18.1.-]	
ID4560	K18224	Propanoate other		prmC; propane 2-monooxygenase small subunit [EC:1.14.13.227]	
ID4561	K18226	Propanoate other		prmD; propane monooxygenase coupling protein	
ID4562	K03417	Propanoate other		prpB; methylisocitrate lyase [EC:4.1.3.30]	
ID4563	K01659	Propanoate other		prpC; 2-methylcitrate synthase [EC:2.3.3.5]	
ID4564	K01720	Propanoate other		prpD; 2-methylcitrate dehydratase [EC:4.2.1.79]	
ID4565	K09788	Propanoate other		prpF; 2-methylaconitate isomerase [EC:5.3.3.-]	
ID4566	K22214	Propanoate other		scpC; propionyl-CoA:succinyl-CoA transferase [EC:2.8.3.-]	
ID4567	K00932	Propanoate other		tdcD; propionate kinase [EC:2.7.2.15]	
ID4568	K18471	Propanoate other		ydjG; methylglyoxal reductase [EC:1.1.1.-]	
ID4569	K08325	Propanoate other		yqhD; NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	
ID4570	K20626	Propanoate other		lcdA; lactoyl-CoA dehydratase subunit alpha [EC:4.2.1.54]	
ID4571	K20627	Propanoate other		lcdB; lactoyl-CoA dehydratase subunit beta [EC:4.2.1.54]	
ID4572					
ID4573	"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA"				
ID4574	K01965	Propanoate metabolism	1	"PCCA, pccA; propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]"	F pnly; biotin-carboxyl carrier protein
ID4575	K01966	Propanoate metabolism	1	"PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3]"	F pnly; carboxyltransferase component 
ID4576	K11263	Propanoate metabolism	4	"bccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"	
ID4577	K15036	Propanoate metabolism	4	K15036; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	
ID4578	K18604	Propanoate metabolism	4	K18604; acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	
ID4579	K19312	Propanoate metabolism	4	K19312; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3]	
ID4580	K11264	Fermentation	2	mmcD; methylmalonyl-CoA decarboxylase [EC:4.1.1.41]	R
ID4581	K18426	Fermentation	2	ECHDC1; ethylmalonyl-CoA/methylmalonyl-CoA decarboxylase [EC:4.1.1.94 4.1.1.41]	R
ID4582	K03416	Propanoate metabolism	3	E2.1.3.1-5S; methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]	
ID4583	K17489	Propanoate metabolism	3	E2.1.3.1-12S; methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]	
ID4584	K17490	Propanoate metabolism	4	E2.1.3.1-1.3S; methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]	
ID4585				propionyl carboxylase	
ID4586	K05606	Propanoate metabolism		"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"	
ID4587				methylmalonyl-CoA/ethylmalonyl-CoA epimerase	
ID4588	K01847	Propanoate metabolism		MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]	
ID4589	K01848	Propanoate metabolism		"E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]"	
ID4590	K01849	Propanoate metabolism		"E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"	
ID4591				acetate kinase	
ID4592	"Propanoyl-CoA metabolism, propanoyl-CoA => acetyl-CoA"				
ID4593	K00249	Propanoate metabolism	1	"ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]"	
ID4594					
ID4595	K01692	Propanoate metabolism	2	"paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"	
ID4596	K01825	Propanoate metabolism	2	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	
ID4597	K01782	Propanoate metabolism	2	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	
ID4598	K07515	Propanoate metabolism	2	HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	
ID4599	K07514	Propanoate metabolism	2	"EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"	
ID4600	K07511	Propanoate metabolism	2	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]	
ID4601	K13767	Propanoate metabolism	2	fadB; enoyl-CoA hydratase [EC:4.2.1.17]	
ID4602	K01715	Propanoate metabolism	2	crt; enoyl-CoA hydratase [EC:4.2.1.17]	
ID4603	K15016	Propanoate metabolism	2	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	
ID4604					
ID4605	K05605	Propanoate metabolism	3	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	
ID4606					
ID4607	1.1.1.59	Propanoate metabolism	4	3-hydroxypropionate dehydrogenase	
ID4608					
ID4609	K00140	Propanoate metabolism	5	"mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]"	
ID4610					
ID4611	"mcrA, Butane activation"				
ID4612	K00399	Butane metabolism		mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	
ID4613	K00400	Butane metabolism		"K00400; methyl coenzyme M reductase system, component A2"	
ID4614	K00401	Butane metabolism		mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	
ID4615	K00402	Butane metabolism		mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	
ID4616	Butanoate to butyryl CoA				
ID4617	K01034	Butane metabolism	1	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	
ID4618	K01035	Butane metabolism	1	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	
ID4619	K19709	Butane metabolism	1	ydiF; acetate CoA-transferase [EC:2.8.3.8]	
ID4620	K01896	Butane metabolism	2	ACSM; medium-chain acyl-CoA synthetase [EC:6.2.1.2]	
ID4621					
ID4622	K00929	Butane metabolism	A	"E2.7.2.7, buk; butyrate kinase [EC:2.7.2.7]"	
ID4623					
ID4624	K00634	Butane metabolism	B	ptb; phosphate butyryltransferase [EC:2.3.1.19]	
ID4625	Butane to butyryl-CoA				
ID4626	K21317	Butane metabolism	1	butane monooxygenase alpha subunit	
ID4627	K21318	Butane metabolism	1	butane monooxygenase beta subunit	
ID4628	K21319	Butane metabolism	1	butane monooxygenase gamma subunit	
ID4629					
ID4630	K00100	Butane metabolism	2	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	
ID4631					
ID4632	K00132	Butane metabolism	3	E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	
ID4633	K04072	Butane metabolism	3	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	
ID4634	K04073	Butane metabolism	3	mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]	
ID4635	K18366	Butane metabolism	3	"bphJ, xylQ, nahO, tesF; acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]"	
ID4636	Butane to acetyl-CoA				
ID4637	K17829	Butane metabolism		"ccrA; crotonyl-CoA reductase [EC:1.3.1.86], also acyl-CoA-DH"	B production
ID4638	K00209	Butane metabolism		"fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]"	B production
ID4639	K00248	Butane metabolism		"ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1], also acyl-CoA-DH"	seems reversible
ID4640	K00255	Butane metabolism		ACADL; long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	
ID4641	K09479	Butane metabolism		ACADVL; very long chain acyl-CoA dehydrogenase [EC:1.3.8.9]	
ID4642	K06446	Butane metabolism		DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	
ID4643				"crotonyl-CoA reductase, acyl-CoA DH"	
ID4644	K01692	Butane metabolism		"paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"	
ID4645	K01715	Butane metabolism		crt; enoyl-CoA hydratase [EC:4.2.1.17]	
ID4646	K01825	Butane metabolism		fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	
ID4647	K07511	Butane metabolism		ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]	
ID4648	K07514	Butane metabolism		"EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"	
ID4649	K07515	Butane metabolism		HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	
ID4650	K13767	Butane metabolism		fadB; enoyl-CoA hydratase [EC:4.2.1.17]	
ID4651	K15016	Butane metabolism		K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	
ID4652	K01782	Butane metabolism		fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	
ID4653				"enoyl-CoA hydratase, crotonase"	
ID4654	K00022	Butane metabolism	1	HADH; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	
ID4655	K01782	Butane metabolism	1	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	
ID4656	K01825	Butane metabolism	1	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	
ID4657	K07514	Butane metabolism	1	"EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"	
ID4658	K07516	Butane metabolism	1	fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	
ID4659	K08683	Butane metabolism	1	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]	
ID4660	K12405	Butane metabolism	1	"HSD17B4; 3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:1.1.1.35 4.2.1.107 4.2.1.119]"	
ID4661	K15016	Butane metabolism	1	K15016; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	
ID4662	K00074	Butane metabolism	2	"paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]"	
ID4663				"3-hydroxyacyl-CoA dehydrogenase, 3-hydroxybutyryl-CoA dehydrogenase "	
ID4664	K00626	Butane metabolism		"E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"	
ID4665					
ID4666	Crotonyl-CoA to Aminobutanoate				
ID4667	K14534	Gaba	1	abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	
ID4668					
ID4669	K18122	Gaba	2	"cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]"	
ID4670					
ID4671	K00043	Gaba	3	gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	
ID4672	K08318	Gaba	3	yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]	
ID4673	K18120	Gaba	3	"4hbD, abfH; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]"	
ID4674	K18121	Gaba	3	GLYR; glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]	
ID4675					
ID4676	K00823	Gaba	4	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	
ID4677	K07250	Gaba	4	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	
ID4678	K13524	Gaba	4	ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	
ID4679	K14268	Gaba	4	"davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]"	
ID4680	K16871	Gaba	4	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]	
ID4681					
ID4682	Gaba shunt				
ID4683	K01580	Gaba	A	"E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase [EC:4.1.1.15]"	
ID4684					
ID4685	K00823	Gaba	B	puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]	
ID4686	K07250	Gaba	B	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	
ID4687	K13524	Gaba	B	ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	
ID4688	K14268	Gaba	B	"davT, gabT; 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]"	
ID4689	K16871	Gaba	B	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]	
ID4690					
ID4691	K00135	Gaba	C	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	
ID4692	K08324	Gaba	C	sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]	
ID4693	K00139	Gaba	C	ALDH5A1; succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	
ID4694	K08324	Gaba	C	sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]	
ID4695	K17761	Gaba	C	"SSADH; succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]"	
ID4696					
ID4697		Hydrocarbon degradation			
ID4698					
ID4699	K14578	Hydrocarbon degradation		"nahAb, nagAb, ndoA, nbzAb, dntAb; naphthalene 1,2-dioxygenase ferredoxin component"	
ID4700	K14579	Hydrocarbon degradation		"nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]"	
ID4701	K14580	Hydrocarbon degradation		"nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]"	
ID4702	K14581	Hydrocarbon degradation		"nahAa, nagAa, ndoR, nbzAa, dntAa; naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"	
ID4703	K14582	Hydrocarbon degradation		"nahB, doxE; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]"	
ID4704	K14583	Hydrocarbon degradation		"nahC; 1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]"	
ID4705	K14584	Hydrocarbon degradation		nahD; 2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]	
ID4706	K14585	Hydrocarbon degradation		nahE; trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]	
ID4707					
ID4708	K00496	Hydrocarbon degradation		alkB1_2; alkane 1-monooxygenase [EC:1.14.15.3]	
ID4709	K07425	Hydrocarbon degradation		CYP4A; alkane 1-monooxygenase [EC:1.14.15.3]	
ID4710	K17687	Hydrocarbon degradation		CYP4A11; alkane 1-monooxygenase [EC:1.14.15.3]	
ID4711	K17688	Hydrocarbon degradation		CYP4A22; alkane 1-monooxygenase [EC:1.14.15.3]	
ID4712					
ID4713	K07540	Hydrocarbon degradation		E4.1.99.11; benzylsuccinate synthase [EC:4.1.99.11]	
ID4714				BssABCD	
ID4715	K10616	Hydrocarbon degradation		cymAa; p-cymene monooxygenase [EC:1.14.13.-]	
ID4716	K10617	Hydrocarbon degradation		cymB; p-cumic alcohol dehydrogenase	
ID4717	K10618	Hydrocarbon degradation		cymC; p-cumic aldehyde dehydrogenase	
ID4718				CmdABD	Hits also to nitrate reductase!
ID4719	K10700	Hydrocarbon degradation		ebdA; ethylbenzene hydroxylase subunit alpha [EC:1.17.99.2]	
ID4720				Edb	
ID4721	K14746	Hydrocarbon degradation		ped; (S)-1-phenylethanol dehydrogenase [EC:1.1.1.311]	
ID4722				Phenylethanol dehydrogenase	
ID4723	K10701	Hydrocarbon degradation		apc; acetophenone carboxylase [EC:6.4.1.8]	Hits to nitrate reductase!
ID4724				alkane_C2_methylene_hydroxylase	
ID4725	K05797	Hydrocarbon degradation		pchF; 4-cresol dehydrogenase (hydroxylating) flavoprotein subunit [EC:1.17.99.1]	
ID4726					
ID4727	K04105	Hydrocarbon degradation		hbaA; 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]	
ID4728	K20458	Hydrocarbon degradation		hcl; 3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase [EC:6.2.1.37 6.2.1.27]	
ID4729	Ppc			Ppc	
ID4730	K03182	Hydrocarbon degradation	1	ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	
ID4731	K04110	Hydrocarbon degradation	2	badA; benzoate-CoA ligase [EC:6.2.1.25]	
ID4732	K04105	Hydrocarbon degradation	2	hbaA; 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]	
ID4733	K20458	Hydrocarbon degradation	2	hcl; 3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase [EC:6.2.1.37 6.2.1.27]	
ID4734					
ID4735	K04112	Hydrocarbon degradation	3	"bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]"	
ID4736	K04113	Hydrocarbon degradation	3	"bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]"	
ID4737	K04114	Hydrocarbon degradation	3	"bcrA, badF; benzoyl-CoA reductase subunit A [EC:1.3.7.8]"	
ID4738	K04115	Hydrocarbon degradation	3	"bcrD, badG; benzoyl-CoA reductase subunit D [EC:1.3.7.8]"	
ID4739					
ID4740	K01563	Hydrocarbon degradation	1	dhaA; haloalkane dehalogenase [EC:3.8.1.5]	1-haloalkane + H2O {\displaystyle \rightleftharpoons } \rightleftharpoons  a primary alcohol + halide; for example acting on dichlorethane
ID4741					
ID4742	K14028	Hydrocarbon degradation	2	"mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1 [EC:1.1.2.7]"	
ID4743	K14029	Hydrocarbon degradation	2	"mdh2, mxaI; methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]"	
ID4744	K00114	Hydrocarbon degradation	2	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	
ID4745	K01560	Hydrocarbon degradation	3	E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]	(S)-2-haloacid + H2O = (R)-2-hydroxyacid + halide
ID4746					
ID4747		Butanoate metabolism			
ID4748					
ID4749	K00004	Butanoate metabolism		"BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]"	
ID4750	K21321	Butanoate metabolism		bmoB; butane monooxygenase regulatory protein	
ID4751	K21322	Butanoate metabolism		bmoD; butane monooxygenase hypothetical assembly protein	
ID4752	K18009	Butanoate metabolism		"budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"	
ID4753	K03366	Butanoate metabolism		"butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"	
