KO	IDs	pathway_A	order	Gene	Comment.Uniprot.comment	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
2687	K01188	ID1198	CH degradation		E3.2.1.21; beta-glucosidase [EC:3.2.1.21]	"Cellodextrin - cellobiose, or OS - Glc"																																														
2688	K05349	ID1199	CH degradation		bglX; beta-glucosidase [EC:3.2.1.21]	"Cellodextrin - cellobiose, or OS - Glc"																																														
2689	K05350	ID1200	CH degradation		bglB; beta-glucosidase [EC:3.2.1.21]	"Cellodextrin - cellobiose, or OS - Glc"																																														
2690	K00702	ID1201	CH degradation		E2.4.1.20; cellobiose phosphorylase [EC:2.4.1.20]	Cellobiose																																														
2691	K00705	ID1202	CH degradation		malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]	Maltose --> Glc																																														
2692	K01176	ID1203	CH degradation		"AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]"	PS --> OS																																														
2693	K07405	ID1204	CH degradation		E3.2.1.1A; alpha-amylase [EC:3.2.1.1]	PS --> OS																																														
2694	K01178	ID1205	CH degradation		E3.2.1.3; glucoamylase [EC:3.2.1.3]	Starch																																														
2695	K21574	ID1206	CH degradation		"susB: glucan 1,4-alpha-glucosidase [EC:3.2.1.3]"	Starch																																														
2696	K00688	ID1207	CH degradation		"PYG, glgP; starch phosphorylase [EC:2.4.1.1]"	Starch																																														
2697	K01182	ID1208	CH degradation		"IMA; oligo-1,6-glucosidase [EC:3.2.1.10]"	OS --> Glc																																														
2698	K01183	ID1209	CH degradation		E3.2.1.14; chitinase [EC:3.2.1.14]	"Chitin --> Chtiobiose, GlcNAc"																																														
2699	K01207	ID1210	CH degradation		nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	Chitobiose - GlcNac																																														
2700	K01184	ID1211	CH degradation		E3.2.1.15; polygalacturonase [EC:3.2.1.15]	"Pectate, Galacturonans"																																														
2701	K01193	ID1212	CH degradation		"E3.2.1.26, sacA; beta-fructofuranosidase [EC:3.2.1.26]"	Starch $ Suc - Fruc																																														
2702	K12047	ID1213	CH degradation		MGAM; maltase-glucoamylase [EC:3.2.1.20 3.2.1.3]	Suc - Fruc																																														
2703	K01187	ID1214	CH degradation		malZ; alpha-glucosidase [EC:3.2.1.20]	Suc - Fruc																																														
2704	K01190	ID1215	CH degradation		lacZ; beta-galactosidase [EC:3.2.1.23]	"Galactan, Galactose/Lactose --> Glc"																																														
2705	K01194	ID1216	CH degradation		"TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]"	Trehalose --> Glc																																														
2706	K01195	ID1217	CH degradation		"uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"	Hemicellulose degradation																																														
2707	K01197	ID1218	CH degradation		hya; hyaluronoglucosaminidase [EC:3.2.1.35]	hyaluronate																																														
2708	K01198	ID1219	CH degradation		"xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]"	Xylan - Xylose (goes to Pentoses)																																														
2709	K01231	ID1220	CH degradation		MAN2; alpha-mannosidase II [EC:3.2.1.114]	Mannose																																														
2710	K01233	ID1221	CH degradation		csn; chitosanase [EC:3.2.1.132]	Chitosan																																														
2711	K01181	ID1222	CH degradation		"E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]"	Xylan																																														
2712	K01185	ID1223	CH degradation		E3.2.1.17; lysozyme [EC:3.2.1.17]	Peptidoglycan																																														
2713	K01200	ID1224	CH degradation		E3.2.1.41; pullulanase [EC:3.2.1.41]	"Pullanan, Glycogen, Aylopectin"																																														
2714	K01214	ID1225	CH degradation		E3.2.1.68; isoamylase [EC:3.2.1.68]	"Glycogen, Amylopectin, Dextrins"																																														
2715	K01216	ID1226	CH degradation		E3.2.1.73; licheninase [EC:3.2.1.73]																																															
2716	K01219	ID1227	CH degradation		E3.2.1.81; beta-agarase [EC:3.2.1.81]	Agarose																																														
2717	K01224	ID1228	CH degradation		"E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]"	Arabinogalactan																																														
2718	K01235	ID1229	CH degradation		aguA; alpha-glucuronidase [EC:3.2.1.139]	glucuronosides																																														
2719	K01051	ID1230	CH degradation		E3.1.1.11; pectinesterase [EC:3.1.1.11]	pectin																																														
2720	K03279	ID4508	Lipopolysaccharide metabolism		"waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.58]"																																															
2721	K20851	ID1232	CH degradation		agaA; alpha-agarase [EC:3.2.1.158]																																															
2722	K18578	ID1233	CH degradation		"CEL74A; xyloglucan-specific exo-beta-1,4-glucanase [EC:3.2.1.155]"																																															
2723	K03478	ID1234	CH degradation		chbG; chitin disaccharide deacetylase [EC:3.5.1.105]																																															
2724	K13680	ID1235	CH degradation		CSLA; beta-mannan synthase [EC:2.4.1.32]																																															
2725	K22408	ID1236	CH degradation		dac; diacetylchitobiose deacetylase [EC:3.5.1.-]																																															
2726	K03276	ID4514	Lipopolysaccharide metabolism		"waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase [EC:2.4.1.-]"																																															
2727	K05991	ID1238	CH degradation		E3.2.1.123; endoglycosylceramidase [EC:3.2.1.123]	oligoglycosylglucosyl-(1<->1)-ceramide + H2O = ceramide + oligoglycosylglucose																																														
2728	K03277	ID4516	Lipopolysaccharide metabolism		"waaU, rfaK; heptosyltransferase IV [EC:2.4.-.-]"																																															
2729	K19051	ID1240	no_pathway		hepB; heparin/heparan-sulfate lyase [EC:4.2.2.7 4.2.2.8]																																															
2730	K12985	ID4518	Lipopolysaccharide metabolism		"waaW; (galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]"																																															
2731	K15524	ID1242	no_pathway		mngB; mannosylglycerate hydrolase [EC:3.2.1.170]	May hydrolyze 6-phospho-mannosyl-D-glycerate to mannose-6-phosphate and glycerate																																														
2732	K18650	ID1243	no_pathway		pehX; exo-poly-alpha-galacturonosidase [EC:3.2.1.82]																																															
2733	K05989	ID1244	no_pathway		ramA; alpha-L-rhamnosidase [EC:3.2.1.40]	"degrade p-nitrophenyl-alpha-L-rhamnopyranoside (PNP-Rha) in vitro. Releases L-rhamnose from citrus flavonoids such as naringin, rutin and hesperidin, and the arabinogalactan-protein (AGP) gum arabic. AGPs are a family of proteoglycans that are localized on the cell surfaces of higher plants. Cleaves both the alpha-1,6 and the alpha-1,2-linked rhamnosyl residues"																																														
2734	K05970	ID1245	no_pathway		SIAE; sialate O-acetylesterase [EC:3.1.1.53]	H2O + N-acetyl-9-O-acetylneuraminate = acetate + H+ + N-acetylneuraminate																																														
2735	K18197	ID1246	no_pathway		yesW; rhamnogalacturonan endolyase [EC:4.2.2.23]	"Pectinolytic enzyme that degrades type I rhamnogalacturonan from plant cell walls and releases oligosaccharide products (PubMed:16682770, PubMed:17449691, PubMed:19193638). Degrades rhamnogalacturonan, polygalacturonic acid, pectic acid and pectin (PubMed:16682770, PubMed:17449691)."																																														
2736		ID1247																																																		
2737		ID1248	Glycolysis																																																	
2738		ID1249																																																		
2739	K00845	ID1250	Glycolysis	G1	glk; glucokinase [EC:2.7.1.2]	"Glycolysis, not-reversible"																																														
2740	K00844	ID1251	Glycolysis	G1	HK; hexokinase [EC:2.7.1.1]	"Glycolysis, not-reversible"																																														
2741	K00918	ID1252	Glycolysis	G1	glkA; ADT-dependent glucokinase [EC:2.7.1.147]	"Glycolysis, not-reversible"																																														
2742	K00886	ID1253	Glycolysis	G1	ppgK; polyphosphate glucokinase [EC:2.7.1.63]	"Glycolysis, not-reversible"																																														
2743	K08074	ID1254	Glycolysis	G1	ADPGK; ADP-dependent glucokinase [EC:2.7.1.147]	"Glycolysis, not-reversible"																																														
2744	K00846	ID1255	Glycolysis	G1A	KHK; ketohexokinase [EC:2.7.1.3]	"Glycolysis, not-reversible, archaeal version; Fru - Fru-1P"																																														
2745	K00882	ID1256	Glycolysis	G1B	fruK; 1-phosphofructokinase [EC:2.7.1.56]	"Glycolysis, not-reversible, archaeal version; Fru-1P - Fru1,6bP"																																														
2746		ID1257			Glucokinase																																															
2747	K01026	ID4535	Propanoate metabolism		pct; propionate CoA-transferase [EC:2.8.3.1]																																															
2748	K01810	ID1259	Glycolysis	G2	"GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"	Glycolysis																																														
2749		ID4537			propionate transferase																																															
2750		ID1261			Glucose-6-phosphate isomerase																																															
2751	K00918	ID1262	Glycolysis	G3	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	"key enzyme for Gly, if absent hint for Glu, not reversible"																																														
2752	K00895	ID1263	Glycolysis	G3	"pfp, pfk; pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC:2.7.1.90]"	"key enzyme for Gly, if absent hint for Glu, not reversible"																																														
2753	K21071	ID1264	Glycolysis	G3	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]	"key enzyme for Gly, if absent hint for Glu, not reversible"																																														
2754	K00850	ID1265	Glycolysis	G3	"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"	"key enzyme for Gly, if absent hint for Glu, not reversible"																																														
2755	K16370	ID1266	Glycolysis	G3	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]	"key enzyme for Gly, if absent hint for Glu, not reversible"																																														
2756		ID1267			Phosphofructokinase																																															
2757	K19745	ID4545	Propanoate other		acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]																																															
2758	K01623	ID1269	Glycolysis	G4	"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	Glycolysis																																														
2759	K01624	ID1270	Glycolysis	G4	"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	Glycolysis																																														
2760	K11645	ID1271	Glycolysis	G4	"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	Glycolysis																																														
2761	K16305	ID1272	Glycolysis	G4	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	Glycolysis																																														
2762	K16306	ID1273	Glycolysis	G4	"K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"	Glycolysis																																														
2763		ID1274			"Fructose-1,6-bisphosphatase"																																															
